v_id;wkt_srid_4326;Average price 24;Average price 100;;;;;
n231;"SRID=4326;POINT(7.95805402328778 47.5954722640613)";1.681479096;1588.010791;;;;;
n232;"SRID=4326;POINT(10.0837512706734 48.268867515302)";5.55035453;286.2948985;;;;;
n233;"SRID=4326;POINT(9.88551509756969 48.3040743584705)";-47.38813962;177.0161096;;;;;
n234;"SRID=4326;POINT(9.01340238045655 47.8453486310857)";2707.405446;3052.284765;;;;;
n235;"SRID=4326;POINT(8.25192548128222 47.6397698264894)";2707.405446;3052.284765;;;;;
n236;"SRID=4326;POINT(9.19675652645089 48.9129634380259)";81.77157501;1027.825032;;;;;
n238;"SRID=4326;POINT(6.62053556843084 49.7489386710632)";6.366561334;2884.296644;;;;;
n239;"SRID=4326;POINT(6.70228540768092 49.8289944201161)";4.350480629;2524.89063;;;;;
n240;"SRID=4326;POINT(8.53151493939883 50.047874332134)";219.1519001;1017.403802;;;;;
n241;"SRID=4326;POINT(8.4713716330449 50.0972077427754)";267.4379137;693.8014965;;;;;
n242;"SRID=4326;POINT(8.06573796639762 50.4060681118621)";267.4379137;693.8014965;;;;;
n243;"SRID=4326;POINT(8.5372190281928 50.078085046277)";55.31336882;2233.90976;;;;;
n244;"SRID=4326;POINT(8.54248113429862 50.0959883485051)";55.31336882;2233.90976;;;;;
n245;"SRID=4326;POINT(8.98953614977701 50.0602550608281)";137.2568537;833.951994;;;;;
n246;"SRID=4326;POINT(8.95870856177306 50.0826078105489)";127.8015193;840.1473156;;;;;
n247;"SRID=4326;POINT(10.363384232266 47.7383368092793)";82.97867505;394.2310782;;;;;
n248;"SRID=4326;POINT(7.46150025901999 51.6146143079042)";43.82404942;413.0141682;;;;;
n249;"SRID=4326;POINT(7.71823231962748 51.6743422007117)";52.89203397;347.1355607;;;;;
n250;"SRID=4326;POINT(7.71554341949648 51.6736430744508)";52.89203397;347.1355607;;;;;
n251;"SRID=4326;POINT(7.71459453349968 51.6730996381138)";52.89203397;347.1355607;;;;;
n252;"SRID=4326;POINT(7.71270093431027 51.672663662233)";52.23197829;47.60546443;;;;;
n253;"SRID=4326;POINT(7.98122159643085 51.6735262619046)";34.45595755;411.385906;;;;;
n254;"SRID=4326;POINT(7.79256714933307 49.8105487811028)";185.1029873;2297.226961;;;;;
n255;"SRID=4326;POINT(6.92013045452502 49.9705818904706)";#DIV/0!;536.590497;;;;;
n256;"SRID=4326;POINT(6.75552340556687 49.3648695914696)";6.366561334;2884.296644;;;;;
n257;"SRID=4326;POINT(8.41467459584413 49.7091468139245)";368.712933;562.7168638;;;;;
n258;"SRID=4326;POINT(9.88280429847019 51.5155074976724)";47.6159986;1159.036045;;;;;
n259;"SRID=4326;POINT(9.85139357253472 51.6491352399809)";56.8123102;1077.824482;;;;;
n260;"SRID=4326;POINT(8.78579302528601 48.5837674015328)";-334.8185921;-311.9316361;;;;;
n261;"SRID=4326;POINT(9.0454349679866 48.9029620137561)";16.98895071;545.1498366;;;;;
n262;"SRID=4326;POINT(9.8013171668981 47.6525043240978)";47.06079483;218.2033578;;;;;
n264;"SRID=4326;POINT(9.42551238607291 48.0643507981263)";1450.905852;2556.604513;;;;;
n265;"SRID=4326;POINT(8.10495957410199 52.2642613740358)";-73.53098687;939.1741563;;;;;
n266;"SRID=4326;POINT(12.1301906295374 47.9131654820025)";2.597852332;0.058571306;;;;;
n267;"SRID=4326;POINT(6.8018236570969 51.1247880606241)";61.66658782;44.33024753;;;;;
n268;"SRID=4326;POINT(7.98506745761923 50.8422254447013)";35.14168383;222.7254017;;;;;
n269;"SRID=4326;POINT(8.284861778672 50.7590735194915)";68.82556326;676.4710168;;;;;
n270;"SRID=4326;POINT(7.22423842685352 53.3499271468647)";-155.3318751;-143.0593216;;;;;
n271;"SRID=4326;POINT(7.20605284001418 53.3413192541639)";-155.3318751;-143.0593216;;;;;
n272;"SRID=4326;POINT(9.31819523638713 54.7160494089748)";-151.4973917;-108.5211844;;;;;
n275;"SRID=4326;POINT(7.43348911422107 50.4365195361077)";#DIV/0!;-350;;;;;
n276;"SRID=4326;POINT(7.59330184856855 50.3859437917469)";#DIV/0!;536.590497;;;;;
n277;"SRID=4326;POINT(8.12215702005755 53.5658323292485)";-155.3318751;536.590497;;;;;
n278;"SRID=4326;POINT(11.5615074728142 52.1238924527264)";-148.4004972;-143.0593216;;;;;
n279;"SRID=4326;POINT(12.8139099116529 50.8579185114397)";175.5119448;-120.2662784;;;;;
n280;"SRID=4326;POINT(13.3823233828996 51.3559961579888)";-179.8744602;32.21989258;;;;;
n281;"SRID=4326;POINT(12.0449825161601 50.7812567340735)";97.90104209;90.87593993;;;;;
n282;"SRID=4326;POINT(12.5182220968156 51.1570725850832)";-131.4302946;256.6723503;;;;;
n283;"SRID=4326;POINT(8.48009523461158 50.5909204313802)";85.65929054;-156.0616201;;;;;
n284;"SRID=4326;POINT(8.65659923594081 50.6055491256016)";85.65929054;903.233197;;;;;
n285;"SRID=4326;POINT(8.08162670615254 52.858637484526)";-155.3318751;903.233197;;;;;
n286;"SRID=4326;POINT(9.56710201161841 51.3252573276817)";85.74737943;-143.0593216;;;;;
n287;"SRID=4326;POINT(7.74679248425685 52.2885115081219)";-96.14119239;1362.379171;;;;;
n288;"SRID=4326;POINT(7.91072928612534 48.5012882982432)";2237.957171;790.0808774;;;;;
n289;"SRID=4326;POINT(7.7257063478071 52.2771949017405)";-96.14119239;1521.102137;;;;;
n290;"SRID=4326;POINT(14.2192282929357 51.120707992198)";7.849536822;790.0808774;;;;;
n291;"SRID=4326;POINT(14.5700865498873 51.4190136844256)";-86.88467966;27.77361805;;;;;
n292;"SRID=4326;POINT(11.6441811001256 51.908512873438)";-149.6330644;27.54370277;;;;;
n293;"SRID=4326;POINT(11.4746908222742 50.6040154814218)";71.63140572;-101.8703479;;;;;
n294;"SRID=4326;POINT(10.9910146333086 50.573526990181)";10.4119555;522.7648428;;;;;
n295;"SRID=4326;POINT(10.5054991208047 52.3018379056382)";-68.84123183;488.320163;;;;;
n296;"SRID=4326;POINT(9.11362795987411 52.5457924749284)";-7.954080562;643.6795508;;;;;
n297;"SRID=4326;POINT(10.3692300485918 52.1670924338554)";-60.4069417;316.7856484;;;;;
n298;"SRID=4326;POINT(10.4195406346214 52.2369606619834)";-70.28883802;2367.400213;;;;;
n299;"SRID=4326;POINT(10.0876467999739 52.3151305547947)";-55.65743539;196.5622818;;;;;
n300;"SRID=4326;POINT(8.40314143640892 52.609644011383)";-67.8338981;-53.04437764;;;;;
n301;"SRID=4326;POINT(10.2358631058452 52.2934595399896)";-68.07552623;1579.526336;;;;;
n302;"SRID=4326;POINT(9.5142400914841 51.2590355805955)";94.06457525;644.3097376;;;;;
n303;"SRID=4326;POINT(9.38765125748855 51.640733525594)";112.7304194;1152.033384;;;;;
n304;"SRID=4326;POINT(9.77415043834156 50.5287496465011)";98.92745927;1506.271565;;;;;
n305;"SRID=4326;POINT(9.17745967557079 49.037809850476)";27.31500204;870.6895386;;;;;
n306;"SRID=4326;POINT(9.17731110343941 49.039378200434)";27.31500204;571.9104835;;;;;
n307;"SRID=4326;POINT(9.15135394990856 49.1433834119236)";27.31500204;571.9104835;;;;;
n308;"SRID=4326;POINT(10.1878339995516 49.981219040845)";58.22324596;571.9104835;;;;;
n309;"SRID=4326;POINT(9.44691867105201 49.5902629324336)";-140.9646993;877.9266787;;;;;
n310;"SRID=4326;POINT(9.20736443093694 49.1766379540065)";27.31500204;977.1317057;;;;;
n311;"SRID=4326;POINT(9.69465635518013 49.2325925411591)";179.8914276;571.9104835;;;;;
n312;"SRID=4326;POINT(10.1174866946797 48.8971053361382)";422.4470591;978.3646455;;;;;
n313;"SRID=4326;POINT(12.3374229103144 51.1969683571228)";-133.6924843;1503.404302;;;;;
n314;"SRID=4326;POINT(10.8675658805484 48.5394690937344)";289.1579115;-234.8291953;;;;;
n315;"SRID=4326;POINT(10.8408695619217 48.2380310092335)";187.9901297;873.3616001;;;;;
n316;"SRID=4326;POINT(10.9367289314287 48.4013064414835)";241.9047102;648.5646994;;;;;
n318;"SRID=4326;POINT(10.8637616199498 48.5468231051405)";289.1579115;768.3640109;;;;;
n319;"SRID=4326;POINT(9.70423149899321 48.465063732143)";-10.01789452;873.3616001;;;;;
n320;"SRID=4326;POINT(9.40063139462492 48.6669424396984)";44.98345624;271.9509122;;;;;
n322;"SRID=4326;POINT(7.75186249820802 48.0964057188536)";2335.185678;411.6755076;;;;;
n323;"SRID=4326;POINT(12.4772465232803 50.7531200813148)";175.5119448;1449.852057;;;;;
n324;"SRID=4326;POINT(14.9464972856333 51.0625862159619)";11.07206326;32.21989258;;;;;
n326;"SRID=4326;POINT(13.8412680841242 50.9901759359427)";26.05828312;25.05287469;;;;;
n327;"SRID=4326;POINT(13.255555023675 50.9301782416399)";133.3746956;28.25649961;;;;;
n329;"SRID=4326;POINT(13.0027821071279 48.261968265807)";43.824024;31.10244604;;;;;
n330;"SRID=4326;POINT(12.2208353620671 48.5857329876532)";23.04572783;59.36777001;;;;;
n331;"SRID=4326;POINT(12.7474442277007 48.1487558434787)";37.04250258;200.551845;;;;;
n332;"SRID=4326;POINT(13.1034346393158 48.6667929606034)";16.69364305;87.23879957;;;;;
n333;"SRID=4326;POINT(9.19698235871826 54.8510986052119)";3.871172071;160.0565822;;;;;
n334;"SRID=4326;POINT(11.193727795361 50.1622144406172)";53.77826306;41.9505679;;;;;
n335;"SRID=4326;POINT(10.8360157547717 49.9280673897058)";55.85215144;10.12001286;;;;;
n336;"SRID=4326;POINT(11.8107025453557 50.1837655260691)";49.99664914;574.0423143;;;;;
n337;"SRID=4326;POINT(12.2968837896062 48.6069099225677)";11.80049242;715.8251437;;;;;
n338;"SRID=4326;POINT(12.0822544456506 49.2974477669261)";35.68758142;589.9572411;;;;;
n339;"SRID=4326;POINT(8.95368121281126 49.5674431691125)";181.6120892;22.94334168;;;;;
n340;"SRID=4326;POINT(12.4696440085589 51.3716629493371)";-131.4302946;125.7181896;;;;;
n341;"SRID=4326;POINT(12.2488239057592 51.1978824277899)";-115.6394271;804.8895688;;;;;
n342;"SRID=4326;POINT(10.7346694298176 51.4401867580454)";-38.36991004;-156.0616201;;;;;
n343;"SRID=4326;POINT(11.0049169149012 50.5074149690608)";10.4119555;-71.65799994;;;;;
n344;"SRID=4326;POINT(13.0025898987886 50.8659127196838)";175.5119448;341.3545822;;;;;
n345;"SRID=4326;POINT(12.2428369226029 50.5674531670625)";97.90104209;488.320163;;;;;
n346;"SRID=4326;POINT(13.249028367237 52.5316238928337)";-143.0806523;32.21989258;;;;;
n347;"SRID=4326;POINT(13.3155158513838 52.5219993683183)";-143.0806523;256.6723503;;;;;
n348;"SRID=4326;POINT(13.3686584616208 52.5031422115792)";-143.0806523;-58.80709268;;;;;
n349;"SRID=4326;POINT(11.7924138446413 48.8382240226632)";23.22945127;-58.80709268;;;;;
n350;"SRID=4326;POINT(11.3269526751765 49.393473117636)";24.5524843;-58.80709268;;;;;
n351;"SRID=4326;POINT(11.5077305510922 48.7611239877457)";23.22945127;74.65241045;;;;;
n352;"SRID=4326;POINT(11.8076056361242 48.4554267991033)";18.5336263;458.4994487;;;;;
n353;"SRID=4326;POINT(11.5813705216127 48.7648940508515)";29.70653039;74.65241045;;;;;
n354;"SRID=4326;POINT(11.6393121107521 48.1787834095237)";35.31742496;8.015307969;;;;;
n356;"SRID=4326;POINT(6.21102031526762 49.9586257531557)";6.300584227;12.84016606;;;;;
n360;"SRID=4326;POINT(6.77320783777607 49.2910742103854)";-335.1409495;15.26315026;;;;;
n363;"SRID=4326;POINT(7.50006173413631 51.535174092458)";1897.546908;2877.756328;;;;;
n364;"SRID=4326;POINT(6.97593254033334 51.0376007284972)";19.63402617;2877.756328;;;;;
n365;"SRID=4326;POINT(13.2428489964032 52.5349539946502)";-143.0806523;91.21737008;;;;;
n366;"SRID=4326;POINT(8.56218193445384 49.132949935954)";95.25634559;347.1355607;;;;;
n367;"SRID=4326;POINT(8.4413154852023 49.2514026469585)";155.110485;47.99198362;;;;;
n368;"SRID=4326;POINT(7.94208128553147 47.6533415488354)";7.566655931;-58.80709268;;;;;
n369;"SRID=4326;POINT(9.06879105808819 53.5666414121342)";-167.3748549;547.0613719;;;;;
n370;"SRID=4326;POINT(6.7413761724965 49.3574919373628)";6.366561334;548.5231978;;;;;
n371;"SRID=4326;POINT(6.74970009407096 49.3651763747607)";6.366561334;1588.010791;;;;;
n372;"SRID=4326;POINT(6.76601564520935 49.3600771523749)";6.366561334;-45.18494007;;;;;
n373;"SRID=4326;POINT(12.1504016214021 49.0127518128214)";35.68758142;2884.296644;;;;;
n374;"SRID=4326;POINT(7.5913598406626 51.928441667004)";1080.776311;2884.296644;;;;;
n375;"SRID=4326;POINT(8.45154437251894 49.0074029130057)";246.800756;2884.296644;;;;;
n376;"SRID=4326;POINT(8.99620817966153 52.379587985752)";-2.506103734;125.7181896;;;;;
n377;"SRID=4326;POINT(9.56282337410874 48.7014898200493)";44.98345624;-32.09127159;;;;;
n378;"SRID=4326;POINT(9.37084541589578 48.7191233300187)";44.98345624;1223.428307;;;;;
n379;"SRID=4326;POINT(9.37760577643558 48.812606857093)";44.98345624;357.117606;;;;;
n380;"SRID=4326;POINT(9.82158380229154 52.4248552546066)";-55.65743539;36.27082395;;;;;
n381;"SRID=4326;POINT(9.0762254363019 49.3633869626072)";27.31500204;36.27082395;;;;;
n382;"SRID=4326;POINT(10.1602912689993 49.9891947837947)";58.46888397;411.6755076;;;;;
n383;"SRID=4326;POINT(10.1964915719944 50.0279724033143)";58.46888397;-53.04437764;;;;;
n384;"SRID=4326;POINT(10.8431177989998 49.3786926858391)";22.7551528;571.9104835;;;;;
n385;"SRID=4326;POINT(9.09051754868887 49.9700413735997)";75.17218795;878.728153;;;;;
n386;"SRID=4326;POINT(8.8139941935628 51.9834366294197)";20.90881867;878.728153;;;;;
n387;"SRID=4326;POINT(8.93221843866486 52.1933124298166)";20.90881867;476.5377292;;;;;
n388;"SRID=4326;POINT(8.95904413219088 52.2784949764899)";20.90881867;848.64285;;;;;
n389;"SRID=4326;POINT(9.59430158866246 49.7984427303145)";60.02142493;530.4607913;;;;;
n390;"SRID=4326;POINT(10.9729038959004 49.5585073756737)";30.61350641;530.4607913;;;;;
n391;"SRID=4326;POINT(8.95464412133747 50.0860157333265)";60.37708584;530.4607913;;;;;
n392;"SRID=4326;POINT(7.17590438914786 51.4755782506206)";103.4989433;741.0885695;;;;;
n393;"SRID=4326;POINT(10.231641549556 48.5297622792522)";665.2732317;501.2362685;;;;;
n394;"SRID=4326;POINT(10.2224539935941 48.7367522347984)";531.7226508;47.53899849;;;;;
n395;"SRID=4326;POINT(9.64533503255392 47.7445961090448)";47.06079483;641.7102364;;;;;
n396;"SRID=4326;POINT(10.4015868558303 48.5099297352537)";18.38090909;2034.165859;;;;;
n397;"SRID=4326;POINT(8.80962330905886 50.2034748086043)";116.0097303;1743.815804;;;;;
n398;"SRID=4326;POINT(9.72460611042234 54.2882702503445)";-153.0555611;218.2033578;;;;;
n399;"SRID=4326;POINT(9.09714220939812 48.8277618380686)";16.98895071;285.9543665;;;;;
n400;"SRID=4326;POINT(8.62886493303814 51.9936340707213)";20.90881867;857.7993341;;;;;
n401;"SRID=4326;POINT(10.0604081018258 54.3487708201584)";-129.6672836;-115.6095387;;;;;
n402;"SRID=4326;POINT(9.44963652666114 53.967286497351)";-163.5219636;545.1498366;;;;;
n403;"SRID=4326;POINT(8.25885994832776 47.6342116213731)";2711.591928;530.4607913;;;;;
n406;"SRID=4326;POINT(8.86152575255362 47.8064353220893)";2707.405446;33.99186447;;;;;
n407;"SRID=4326;POINT(10.8023579660248 53.8975474102628)";-350;-12.5511595;;;;;
n408;"SRID=4326;POINT(9.21565014323537 48.8523053231829)";-136.7857143;2880.338863;;;;;
n409;"SRID=4326;POINT(10.4012813869114 48.5146084080517)";74.22057774;3052.284765;;;;;
n410;"SRID=4326;POINT(8.73757268935919 51.7001692737445)";18.38090909;39;;;;;
n411;"SRID=4326;POINT(10.6414677086397 53.9191626884641)";-139.5262655;39;;;;;
n412;"SRID=4326;POINT(8.67371728898445 49.2904393851271)";-124.2433335;485.9490466;;;;;
n413;"SRID=4326;POINT(9.48789502699389 53.6365577623199)";532.3197333;285.9543665;;;;;
n414;"SRID=4326;POINT(9.49151079250535 53.6580982806881)";-155.0872111;464.4212694;;;;;
n415;"SRID=4326;POINT(13.7106901040113 48.5193051606747)";-155.0872111;69.40092695;;;;;
n418;"SRID=4326;POINT(6.02502872785802 54.3540286881643)";47.06079483;1118.269794;;;;;
n419;"SRID=4326;POINT(6.02503294993986 54.3549329471359)";-150;-3.446460467;;;;;
n420;"SRID=4326;POINT(9.09183529743294 49.2946188662059)";-150;-3.446460467;;;;;
n421;"SRID=4326;POINT(8.66378315807233 49.3600873718872)";-334.7047619;218.2033578;;;;;
n422;"SRID=4326;POINT(7.95849127307054 47.5791483196323)";441.242264;-146.9580926;;;;;
n423;"SRID=4326;POINT(8.34912612288763 49.0130521177978)";-4.63E-13;-146.9580926;;;;;
n424;"SRID=4326;POINT(10.4203895577612 52.1652004276784)";246.800756;1073.623429;;;;;
n425;"SRID=4326;POINT(10.3884721771883 52.1513649329361)";-60.4069417;1126.587231;;;;;
n426;"SRID=4326;POINT(8.30626265141083 49.0128258362562)";-60.4069417;1587.906834;;;;;
n427;"SRID=4326;POINT(14.4598868223649 51.8332759246019)";45.27658122;1223.428307;;;;;
n428;"SRID=4326;POINT(6.21619297137216 50.9123617956925)";-134.9706173;2367.400213;;;;;
n429;"SRID=4326;POINT(6.2140153990158 50.9438998573728)";23.03629006;2367.400213;;;;;
n431;"SRID=4326;POINT(11.2777210418419 47.4958726669837)";23.03629006;43.30365809;;;;;
n433;"SRID=4326;POINT(11.2869438320852 47.4928624569052)";#DIV/0!;-57.91095487;;;;;
n434;"SRID=4326;POINT(13.5053368398164 52.4747788520482)";#DIV/0!;9.890293024;;;;;
n435;"SRID=4326;POINT(8.46542980021065 48.0435236210637)";-144.226573;9.890293024;;;;;
n436;"SRID=4326;POINT(8.53055554991256 47.9148481845625)";1445.001271;0.000428639;;;;;
n437;"SRID=4326;POINT(8.24872901623214 48.8463165189067)";1445.001271;0.000428639;;;;;
n438;"SRID=4326;POINT(8.24975045659741 48.8491773731136)";14.5730461;-53.67117294;;;;;
n439;"SRID=4326;POINT(9.45967747872262 53.8646574512707)";14.5730461;2528.000852;;;;;
n440;"SRID=4326;POINT(11.4703941249156 50.9303902294723)";-168.0660005;2528.000852;;;;;
n441;"SRID=4326;POINT(11.4299065773025 50.9114464610955)";214.817327;906.350733;;;;;
n442;"SRID=4326;POINT(7.25465688214231 53.0266716315927)";214.817327;906.350733;;;;;
n443;"SRID=4326;POINT(7.25501773539194 53.0267136928067)";-139.6076458;10.524033;;;;;
n444;"SRID=4326;POINT(7.37185639416872 52.1977066547834)";-139.6076458;1075.891329;;;;;
n445;"SRID=4326;POINT(13.399828840425 53.7944477778114)";-350;1075.891329;;;;;
n446;"SRID=4326;POINT(13.3984708281663 53.7933318754816)";-149.8938086;-132.98852;;;;;
n447;"SRID=4326;POINT(7.42474524551043 51.4592583943398)";-149.8938086;-132.98852;;;;;
n448;"SRID=4326;POINT(7.12336046768833 51.4473443869048)";-17.28136383;973.7810568;;;;;
n449;"SRID=4326;POINT(7.41670791195847 51.4570521583476)";43.01159741;-101.4167251;;;;;
n450;"SRID=4326;POINT(7.41658261384975 51.4607823586596)";-106.6987356;-101.4167251;;;;;
n451;"SRID=4326;POINT(6.53175001008574 50.39005126464)";-100.256665;392.2742708;;;;;
n452;"SRID=4326;POINT(6.53303653131644 50.3922427776709)";12.46987471;-110.4549817;;;;;
n453;"SRID=4326;POINT(6.60879226770999 51.0346787720857)";12.46987471;473.9459519;;;;;
n454;"SRID=4326;POINT(6.80890624663756 51.2686075940546)";23.28613114;467.6238562;;;;;
n455;"SRID=4326;POINT(6.72033167479422 51.3441235773954)";3000;3205.839685;;;;;
n456;"SRID=4326;POINT(7.13937473425833 51.5608313916517)";3000;3205.839685;;;;;
n457;"SRID=4326;POINT(7.41946378046051 51.4575100936229)";199.7350291;17.93881342;;;;;
n458;"SRID=4326;POINT(7.19597933005019 51.4115753148661)";-114.2683529;3000;;;;;
n459;"SRID=4326;POINT(7.17920262035811 51.4218244823956)";95.29891259;3000;;;;;
n460;"SRID=4326;POINT(7.32427958320741 51.6213874676194)";95.29891259;2006.316751;;;;;
n461;"SRID=4326;POINT(7.34371334412713 51.6131049439167)";172.3513075;481.3745951;;;;;
n462;"SRID=4326;POINT(6.52272548882226 51.3224954692993)";172.3513075;441.1163781;;;;;
n463;"SRID=4326;POINT(6.96330545403678 50.8337629177582)";-350;441.1163781;;;;;
n464;"SRID=4326;POINT(6.92909269080674 50.8441529722133)";-205.1088705;618.0653803;;;;;
n465;"SRID=4326;POINT(7.09582671880563 50.8268716757217)";-125.6990795;618.0653803;;;;;
n466;"SRID=4326;POINT(7.09435790958289 50.8269670893312)";30.50255497;136.822835;;;;;
n467;"SRID=4326;POINT(6.57729057687864 51.5563911802085)";30.50255497;-148.9106178;;;;;
n468;"SRID=4326;POINT(6.65066741434228 51.5537022721424)";39.59278293;-50.75792362;;;;;
n469;"SRID=4326;POINT(7.82599043340792 51.7500675542728)";39.59278293;200.8757981;;;;;
n470;"SRID=4326;POINT(6.9289790539233 50.84381694694)";38.02982886;200.8757981;;;;;
n471;"SRID=4326;POINT(7.9939591196577 51.823095434189)";-284.9137351;163.2133259;;;;;
n472;"SRID=4326;POINT(7.83402074322725 51.7550403464858)";44.36149087;163.2133259;;;;;
n473;"SRID=4326;POINT(9.14517687189382 52.8532464360106)";44.36149087;352.591763;;;;;
n474;"SRID=4326;POINT(9.13794792584036 52.8470269944345)";-107.4442963;-247.5516338;;;;;
n475;"SRID=4326;POINT(8.31888925383353 52.0660374597241)";-107.4442963;377.7124773;;;;;
n476;"SRID=4326;POINT(8.33466775124759 52.07052004268)";-19.44491723;377.7124773;;;;;
n477;"SRID=4326;POINT(7.9818783185962 51.6766515664854)";-19.44491723;86.57102889;;;;;
n478;"SRID=4326;POINT(9.92382983732643 51.8975617615529)";34.37424857;86.57102889;;;;;
n479;"SRID=4326;POINT(9.8524162497002 51.8987652474175)";20.89020424;695.0332528;;;;;
n480;"SRID=4326;POINT(9.4136812208929 52.0274828920508)";20.89020424;695.0332528;;;;;
n481;"SRID=4326;POINT(10.3552149923206 52.1758109606876)";-42.95568907;411.3557229;;;;;
n482;"SRID=4326;POINT(10.7027318899547 47.8264597977002)";-60.14133824;856.2838448;;;;;
n483;"SRID=4326;POINT(10.7037422782749 47.826415980499)";140.4882125;856.2838448;;;;;
n484;"SRID=4326;POINT(10.1949334440241 47.9709368782958)";140.4882125;8.309158049;;;;;
n485;"SRID=4326;POINT(10.6412867739286 48.0274512409907)";187.9901297;2500.825911;;;;;
n486;"SRID=4326;POINT(10.6418025411196 48.0258492685192)";187.9901297;533.5169205;;;;;
n487;"SRID=4326;POINT(8.67009921732699 49.3092022842852)";187.9901297;533.5169205;;;;;
n488;"SRID=4326;POINT(9.22808874457675 51.8124533663924)";537.7885491;648.5646994;;;;;
n489;"SRID=4326;POINT(9.23187002273009 51.810119094224)";166.7416676;648.5646994;;;;;
n490;"SRID=4326;POINT(10.2341629653667 48.5289320393823)";166.7416676;648.5646994;;;;;
n491;"SRID=4326;POINT(8.73513573367143 50.1591915403542)";673.8164166;1117.770367;;;;;
n492;"SRID=4326;POINT(8.87225963914833 50.1297253197387)";60.42533342;2297.502486;;;;;
n493;"SRID=4326;POINT(8.74326052934848 50.1623379810729)";60.42533342;2297.502486;;;;;
n494;"SRID=4326;POINT(9.33223016559803 54.7210227584184)";60.42533342;2056.42885;;;;;
n495;"SRID=4326;POINT(9.383 55.797)";-152.0778506;47.53899849;;;;;
n500;"SRID=4326;POINT(14.913 59.625)";#DIV/0!;47.53899849;;;;;
n501;"SRID=4326;POINT(17.651 52.421)";11.2810119;47.53899849;;;;;
n502;"SRID=4326;POINT(14.54 49.736)";39.48639721;-109.2267708;;;;;
n503;"SRID=4326;POINT(14.009 47.264)";109.7438696;7.163941964;;;;;
n504;"SRID=4326;POINT(8.134 46.573)";47.06079483;1055.571429;;;;;
n505;"SRID=4326;POINT(3.003 47.211)";2796.613246;41.9081549;;;;;
n506;"SRID=4326;POINT(6.0371 49.7131)";11.2810119;24.30430279;;;;;
n507;"SRID=4326;POINT(5.339 52.006)";6.039118405;218.2033578;;;;;
n508;;37.87505139;2718.578698;;;;;
;;;511.1110198;;;;;
